project_id,project_type,state,district,land_area_hectares,affected_families,documentation_completeness,approval_progress,compensation_progress,legal_dispute_count,pending_notifications,ownership_conflict_count,rehabilitation_progress,stakeholder_responsiveness,department_coordination_score,possession_progress,current_stage,days_elapsed,target_duration_days
LA-01298,Railway,Rajasthan,Kota,18.75,90,91.2,89.15,92.84,3,1,2,43.81,59.94,66.97,82.62,Compensation,479,617
LA-00067,Highway,Telangana,Nizamabad,5.0,102,100.0,94.38,59.3,0,1,3,95.78,60.66,57.28,81.76,Rehabilitation,302,462
LA-00156,Industrial,Tamil Nadu,Madurai,13.54,49,90.07,91.46,71.16,1,1,0,53.13,25.7,50.72,88.59,Rehabilitation,275,422
LA-00284,Urban Development,Karnataka,Mysuru,5.0,3,72.03,68.81,92.8,0,1,0,15.15,76.31,53.68,78.75,Compensation,46,401
LA-01344,Railway,Gujarat,Rajkot,7.35,65,74.78,68.8,72.47,5,2,2,59.99,65.33,66.01,67.07,Rehabilitation,256,415
LA-00180,Irrigation,Karnataka,Mangaluru,17.39,16,73.15,71.69,100.0,1,2,0,81.52,34.56,44.64,74.55,Notification,417,516
LA-02220,Irrigation,Uttar Pradesh,Lucknow,8.41,35,72.53,82.97,66.15,0,3,0,84.48,100.0,60.06,54.97,Rehabilitation,303,456
LA-02247,Power,Maharashtra,Thane,5.56,64,64.86,81.94,85.97,3,2,0,100.0,75.31,71.38,75.46,Valuation,306,576
LA-00859,Power,Karnataka,Mangaluru,5.0,60,83.66,69.41,100.0,2,3,2,62.46,27.69,94.25,65.66,Notification,456,502
LA-02044,Railway,Rajasthan,Kota,5.0,116,57.92,58.97,76.17,5,1,1,61.06,76.93,74.12,72.44,Valuation,485,635
LA-00500,Power,Tamil Nadu,Salem,15.37,85,81.67,100.0,96.76,3,7,0,79.96,70.43,100.0,92.07,Valuation,326,559
LA-00405,Industrial,Tamil Nadu,Coimbatore,5.24,112,91.39,79.23,80.42,4,5,3,57.24,28.2,75.98,74.61,Rehabilitation,456,584
LA-00194,Irrigation,Gujarat,Kutch,5.0,149,84.13,52.73,63.31,3,0,2,60.43,77.45,70.41,53.18,Valuation,428,507
LA-00016,Railway,Maharashtra,Aurangabad,5.1,49,92.44,77.14,48.76,2,4,0,81.59,74.15,57.95,78.01,Compensation,363,599
LA-01789,Power,Rajasthan,Jodhpur,5.44,92,100.0,56.96,70.98,1,2,1,59.63,75.87,72.22,82.15,Valuation,480,568
LA-00910,Power,Maharashtra,Nagpur,14.31,116,56.38,63.19,100.0,3,2,2,58.82,74.85,79.95,69.92,Rehabilitation,313,514
LA-01215,Urban Development,Gujarat,Kutch,5.0,139,87.31,90.36,14.11,4,3,1,67.94,91.73,33.43,56.13,Possession,595,580
LA-01630,Power,Karnataka,Mangaluru,6.57,22,62.85,100.0,100.0,1,2,0,72.35,93.59,73.54,83.95,Compensation,272,502
LA-02035,Power,Rajasthan,Kota,6.04,74,65.15,72.21,71.82,0,2,1,58.89,74.17,66.1,64.03,Notification,263,415
LA-01471,Irrigation,Madhya Pradesh,Ujjain,5.0,77,84.84,88.23,54.42,2,1,2,76.71,46.4,77.6,65.34,Valuation,263,594
LA-02427,Irrigation,Uttar Pradesh,Kanpur,13.75,84,92.26,84.52,52.73,1,2,1,42.31,97.93,68.02,71.63,Compensation,377,477
LA-00296,Industrial,Maharashtra,Pune,5.0,87,77.31,84.91,66.06,3,0,1,56.1,50.58,82.71,75.29,Valuation,296,576
LA-01875,Urban Development,Telangana,Nizamabad,5.0,1,64.33,91.49,44.65,0,1,1,18.79,72.92,63.2,51.12,Rehabilitation,370,420
LA-00949,Highway,Telangana,Khammam,7.6,120,69.53,73.94,66.6,4,2,2,45.39,74.03,38.15,69.02,Rehabilitation,344,657
LA-01356,Highway,Telangana,Warangal,5.0,1,97.6,31.75,27.86,0,0,1,85.22,100.0,63.28,49.33,Notification,320,360
LA-00102,Power,Madhya Pradesh,Jabalpur,19.36,111,75.88,13.35,64.37,2,4,3,25.4,63.81,87.48,63.78,Valuation,339,502
LA-02118,Urban Development,Uttar Pradesh,Agra,11.43,83,95.04,100.0,98.09,4,4,1,82.67,100.0,66.19,79.62,Rehabilitation,99,529
LA-02048,Industrial,Karnataka,Hubballi,5.0,42,67.57,41.1,32.91,0,2,1,52.29,58.29,69.98,46.1,Compensation,316,391
LA-02104,Industrial,Tamil Nadu,Madurai,5.0,1,50.92,64.45,100.0,1,1,0,37.6,60.52,74.68,76.92,Possession,363,464
LA-01755,Urban Development,Gujarat,Vadodara,7.1,99,69.28,74.41,65.76,3,3,2,83.21,84.36,86.53,74.24,Rehabilitation,265,476
LA-01180,Highway,Telangana,Nizamabad,7.63,117,77.34,48.76,68.82,4,3,3,28.57,71.9,57.37,58.88,Possession,443,635
LA-02253,Irrigation,Rajasthan,Jodhpur,5.0,116,70.29,60.57,72.81,1,1,1,70.87,77.8,55.19,61.32,Rehabilitation,403,537
LA-00452,Irrigation,Maharashtra,Pune,16.85,135,93.94,86.6,72.2,3,3,2,65.28,88.65,48.7,71.42,Compensation,215,489
LA-02165,Highway,Rajasthan,Jaipur,19.29,90,92.55,54.65,20.73,1,2,2,20.43,71.58,76.27,70.96,Compensation,293,503
LA-01790,Highway,Gujarat,Rajkot,9.15,77,79.16,88.54,64.38,2,3,2,56.38,79.18,62.91,68.4,Possession,424,454
LA-00497,Highway,Gujarat,Surat,5.0,77,74.12,82.32,63.69,0,2,0,55.28,79.82,67.18,75.28,Rehabilitation,314,513
LA-00279,Urban Development,Karnataka,Mysuru,5.22,153,64.96,57.92,54.14,5,3,3,30.84,74.77,52.13,53.07,Notification,254,510
LA-01474,Urban Development,Uttar Pradesh,Agra,5.0,34,70.9,64.43,100.0,1,5,0,52.12,100.0,92.59,69.9,Valuation,133,372
LA-01716,Power,Karnataka,Hubballi,11.94,87,43.86,86.22,56.55,3,1,3,31.07,74.65,48.17,55.31,Rehabilitation,542,623
LA-00543,Urban Development,Karnataka,Mysuru,5.0,63,75.92,72.75,90.67,0,6,0,44.35,62.39,58.91,69.5,Compensation,211,533
LA-01410,Power,Maharashtra,Nagpur,5.48,91,76.18,70.19,100.0,2,2,2,72.59,75.65,56.02,69.49,Rehabilitation,446,481
LA-01139,Highway,Uttar Pradesh,Agra,28.18,66,68.06,34.32,45.88,1,1,0,94.42,66.3,80.83,73.41,Notification,319,476
LA-02226,Industrial,Madhya Pradesh,Jabalpur,12.0,150,55.84,75.84,75.28,3,2,3,76.61,62.94,74.53,68.34,Notification,353,553
LA-01116,Railway,Maharashtra,Aurangabad,5.07,105,57.09,94.91,85.44,4,2,0,53.56,100.0,29.12,59.2,Notification,363,552
LA-01969,Highway,Rajasthan,Kota,9.41,126,82.51,90.03,65.02,3,4,2,35.18,52.58,65.8,68.08,Possession,465,560
LA-00609,Irrigation,Madhya Pradesh,Ujjain,5.29,72,59.25,61.3,75.73,1,2,1,51.6,66.08,100.0,67.0,Compensation,255,455
LA-01277,Industrial,Rajasthan,Udaipur,15.41,89,71.57,47.01,77.34,4,2,3,37.87,89.49,47.19,62.65,Notification,517,554
LA-02076,Irrigation,Maharashtra,Nagpur,9.76,1,75.86,50.11,45.19,1,3,0,38.04,87.02,42.53,43.38,Rehabilitation,496,557
LA-00303,Power,Tamil Nadu,Chennai,5.97,138,98.39,69.35,62.08,3,2,3,100.0,88.88,69.62,84.32,Rehabilitation,338,420
LA-01525,Irrigation,Karnataka,Mangaluru,5.0,82,97.67,93.46,84.62,2,1,1,66.81,32.26,81.26,86.3,Possession,418,581
LA-00504,Irrigation,Telangana,Khammam,5.0,73,76.66,93.97,64.32,0,5,0,49.88,88.9,70.06,70.72,Rehabilitation,420,563
LA-01423,Power,Gujarat,Kutch,5.14,146,65.63,62.11,67.96,3,3,1,100.0,42.05,47.09,63.72,Rehabilitation,469,601
LA-01379,Railway,Gujarat,Surat,8.46,71,71.25,93.23,9.87,2,0,1,50.79,83.24,45.68,41.64,Notification,370,417
LA-02040,Highway,Gujarat,Kutch,5.53,161,100.0,63.32,88.4,2,3,2,57.66,59.48,86.24,88.75,Compensation,373,541
LA-00276,Irrigation,Gujarat,Kutch,7.32,79,52.86,60.25,32.4,2,3,2,76.65,82.33,73.23,65.95,Notification,356,543
LA-01582,Industrial,Uttar Pradesh,Kanpur,10.22,66,65.4,67.88,91.89,2,3,1,22.41,68.41,69.48,72.83,Compensation,289,559
LA-01931,Highway,Rajasthan,Ajmer,5.0,75,45.73,59.01,26.57,1,1,1,100.0,89.1,81.52,64.15,Rehabilitation,424,430
LA-00727,Industrial,Telangana,Karimnagar,5.0,1,64.16,58.6,90.2,0,0,0,64.72,81.98,72.81,74.61,Notification,221,452
LA-01278,Power,Uttar Pradesh,Agra,8.86,37,45.21,92.92,35.12,0,4,0,82.12,70.82,52.16,62.52,Notification,330,500
LA-00455,Irrigation,Uttar Pradesh,Lucknow,34.04,64,77.48,93.26,51.55,0,1,0,48.35,78.64,37.96,76.49,Compensation,116,451
LA-00101,Highway,Rajasthan,Kota,5.0,126,73.36,54.45,80.03,5,2,3,48.28,87.31,92.25,70.41,Rehabilitation,371,598
LA-00462,Power,Uttar Pradesh,Agra,19.15,132,53.53,100.0,89.94,1,3,4,18.92,75.43,84.76,71.82,Compensation,440,493
LA-00250,Railway,Telangana,Hyderabad,8.16,115,58.0,67.96,85.78,4,2,2,30.67,76.39,68.34,66.4,Compensation,541,616
LA-02374,Railway,Madhya Pradesh,Indore,5.0,66,100.0,100.0,32.98,4,4,0,100.0,64.42,82.26,76.37,Compensation,292,489
LA-01541,Power,Uttar Pradesh,Prayagraj,5.0,160,88.22,74.55,91.49,3,1,4,65.94,59.33,75.84,80.68,Compensation,360,568
LA-00080,Irrigation,Maharashtra,Pune,38.32,178,78.97,57.06,62.7,2,2,7,44.92,80.05,68.9,56.11,Rehabilitation,554,599
LA-00804,Urban Development,Telangana,Nizamabad,10.83,91,52.19,100.0,76.23,2,4,0,45.4,76.13,57.16,84.32,Possession,263,480
LA-01288,Industrial,Telangana,Warangal,16.3,82,86.64,79.88,45.3,3,7,1,50.83,83.02,45.21,53.26,Valuation,459,590
LA-02170,Urban Development,Tamil Nadu,Salem,11.0,65,52.78,100.0,69.92,3,4,0,64.37,72.08,75.25,81.41,Compensation,292,479
LA-01626,Irrigation,Gujarat,Rajkot,5.0,40,100.0,83.36,47.51,1,4,0,31.24,89.3,83.0,52.18,Possession,293,503
LA-01332,Urban Development,Karnataka,Hubballi,11.89,19,100.0,61.39,100.0,1,0,0,100.0,65.87,40.15,77.25,Possession,331,417
LA-00562,Irrigation,Maharashtra,Nagpur,10.69,106,69.06,48.34,76.21,1,2,3,42.08,59.99,40.54,77.89,Compensation,316,486
LA-01963,Industrial,Telangana,Hyderabad,11.32,27,77.18,50.17,72.56,1,0,0,100.0,55.62,42.09,79.99,Rehabilitation,375,501
LA-01675,Power,Telangana,Nizamabad,6.69,56,62.93,53.65,40.29,3,4,2,54.25,95.56,90.12,45.05,Valuation,238,541
LA-01597,Railway,Gujarat,Surat,5.0,94,97.23,77.35,96.31,1,5,0,56.4,60.13,60.99,95.57,Valuation,356,543
LA-00966,Railway,Uttar Pradesh,Kanpur,5.0,104,86.29,72.73,44.64,1,4,2,77.85,81.61,65.51,64.73,Rehabilitation,344,532
LA-01409,Urban Development,Telangana,Khammam,44.06,145,79.8,91.9,99.37,3,6,3,100.0,100.0,47.96,83.73,Valuation,277,511
LA-01355,Highway,Rajasthan,Kota,20.35,71,66.87,100.0,96.38,1,2,0,70.26,77.04,61.39,67.51,Possession,533,550
LA-00496,Power,Telangana,Nizamabad,5.0,8,92.28,100.0,49.78,0,2,1,48.51,78.31,84.38,73.76,Rehabilitation,384,424
LA-00538,Urban Development,Madhya Pradesh,Ujjain,16.06,39,79.24,56.89,68.29,0,2,1,46.73,46.84,86.0,80.35,Compensation,300,514
LA-01830,Power,Maharashtra,Nagpur,13.73,95,78.94,87.46,84.47,1,2,1,60.86,33.27,66.46,73.95,Possession,289,524
LA-01983,Industrial,Telangana,Khammam,5.58,123,82.75,48.43,31.35,1,4,2,52.25,27.37,76.14,51.95,Compensation,422,469
LA-00748,Highway,Gujarat,Surat,20.06,79,54.81,77.16,100.0,2,3,1,48.55,81.74,98.76,74.29,Compensation,289,567
LA-00264,Irrigation,Telangana,Warangal,5.0,1,91.23,66.59,11.06,0,0,1,25.04,59.57,77.53,51.91,Valuation,196,298
LA-00396,Industrial,Tamil Nadu,Coimbatore,5.0,56,75.76,65.95,67.84,0,3,1,71.24,73.14,75.06,84.81,Possession,234,387
LA-00964,Irrigation,Uttar Pradesh,Agra,22.2,90,91.84,64.98,65.82,2,7,1,90.01,61.23,91.91,64.88,Compensation,380,519
LA-01050,Highway,Gujarat,Ahmedabad,12.77,38,95.43,54.28,38.92,1,1,2,79.63,79.48,58.45,76.04,Valuation,286,525
LA-02045,Urban Development,Telangana,Nizamabad,17.42,181,86.59,67.59,48.01,5,4,10,53.83,88.9,94.3,62.38,Possession,602,680
LA-01544,Highway,Madhya Pradesh,Ujjain,5.0,74,52.68,70.27,37.85,3,6,2,20.38,49.06,48.11,58.52,Compensation,378,497
LA-00955,Highway,Karnataka,Mangaluru,29.21,45,75.62,97.54,80.42,1,3,1,71.66,84.9,72.65,86.18,Compensation,249,450
LA-02389,Power,Telangana,Warangal,39.36,167,47.94,63.92,65.45,10,3,4,55.44,43.57,55.51,44.32,Possession,721,660
LA-00025,Industrial,Uttar Pradesh,Kanpur,6.67,35,50.69,74.07,47.36,0,1,0,25.87,100.0,85.87,57.03,Compensation,448,560
LA-00843,Power,Telangana,Nizamabad,11.56,100,56.8,35.21,81.19,2,1,1,57.03,62.69,53.7,46.65,Notification,450,587
LA-01189,Power,Karnataka,Hubballi,38.04,64,99.27,69.48,62.44,0,4,0,82.45,65.03,67.37,64.22,Possession,393,496
LA-01276,Industrial,Gujarat,Kutch,5.28,122,84.01,67.61,29.44,3,2,1,42.12,100.0,34.8,59.63,Compensation,410,580
LA-01040,Irrigation,Telangana,Nizamabad,5.0,117,70.49,82.9,90.89,6,0,1,69.48,81.99,87.05,77.84,Valuation,402,535
LA-01331,Irrigation,Maharashtra,Aurangabad,5.0,155,76.73,35.75,77.08,3,1,1,56.7,34.61,81.73,69.88,Valuation,354,611
LA-00809,Industrial,Telangana,Hyderabad,5.0,141,73.81,61.78,62.24,3,2,5,64.63,62.29,74.05,67.7,Possession,605,641
LA-02198,Power,Uttar Pradesh,Agra,5.0,111,66.37,50.22,62.85,1,0,0,100.0,62.88,76.93,74.97,Valuation,381,483
LA-02444,Power,Maharashtra,Nashik,5.0,138,93.06,93.62,70.31,2,5,4,71.42,78.5,53.83,85.55,Notification,277,511
LA-00444,Urban Development,Uttar Pradesh,Agra,5.0,105,81.95,89.91,76.66,5,4,3,52.92,58.74,64.2,72.0,Notification,498,507
LA-00721,Irrigation,Gujarat,Ahmedabad,8.57,14,83.0,0.0,81.82,1,4,2,33.51,97.81,49.07,56.69,Notification,377,502
LA-00594,Industrial,Rajasthan,Jodhpur,14.61,30,90.12,31.05,62.03,4,2,0,86.69,56.97,71.6,50.99,Rehabilitation,355,483
LA-01127,Irrigation,Karnataka,Mysuru,31.56,111,82.03,83.77,90.18,3,4,4,82.49,55.19,77.56,86.9,Possession,439,641
LA-00501,Irrigation,Maharashtra,Nagpur,5.0,55,75.36,61.88,32.58,1,6,0,55.55,50.17,71.01,71.38,Valuation,99,401
LA-00608,Railway,Gujarat,Surat,5.0,59,70.71,85.22,78.78,5,1,1,23.2,56.13,62.73,75.28,Possession,355,532
LA-01149,Industrial,Gujarat,Vadodara,9.33,78,95.05,60.91,58.28,0,3,1,56.41,67.49,91.89,65.81,Valuation,310,560
LA-01517,Irrigation,Gujarat,Ahmedabad,5.0,88,100.0,22.15,56.49,1,2,4,66.28,76.89,68.76,56.95,Compensation,476,570
LA-02399,Railway,Uttar Pradesh,Lucknow,5.0,59,97.92,47.02,76.15,0,3,2,70.16,59.66,65.8,73.5,Notification,251,399
LA-01892,Urban Development,Maharashtra,Pune,9.21,22,92.67,76.82,81.7,0,3,1,53.32,87.7,69.32,88.59,Possession,266,360
LA-00489,Urban Development,Maharashtra,Thane,12.66,98,71.2,58.34,94.92,0,3,1,64.82,65.95,79.73,91.72,Valuation,452,492
LA-00287,Power,Telangana,Khammam,7.61,128,76.81,19.55,60.66,1,3,4,85.44,34.95,51.28,63.82,Compensation,371,542
LA-00261,Power,Maharashtra,Aurangabad,5.0,77,73.99,63.45,10.67,3,2,0,28.93,65.77,95.95,46.0,Valuation,413,503
LA-00377,Irrigation,Gujarat,Rajkot,5.0,135,100.0,52.73,65.52,2,1,2,77.09,70.06,38.85,71.26,Possession,297,553
LA-00641,Power,Uttar Pradesh,Kanpur,7.61,46,69.2,81.19,32.41,0,1,1,63.2,70.43,52.8,54.61,Possession,493,482
LA-00200,Industrial,Uttar Pradesh,Lucknow,5.48,70,72.55,44.57,61.84,0,2,2,32.2,34.37,56.77,67.17,Possession,345,471
LA-01308,Power,Karnataka,Bengaluru,6.47,135,100.0,79.46,84.07,2,1,0,34.93,62.71,90.98,88.18,Valuation,401,609
LA-00719,Industrial,Tamil Nadu,Salem,6.9,165,96.77,59.73,68.53,2,0,3,59.95,69.64,64.03,74.64,Notification,548,550
LA-00434,Urban Development,Gujarat,Vadodara,5.0,139,100.0,67.09,71.64,1,3,2,36.29,65.06,75.1,67.94,Rehabilitation,175,433
LA-01135,Highway,Maharashtra,Nashik,5.0,62,56.72,55.22,47.41,0,4,0,37.42,34.92,79.43,38.02,Possession,471,501
LA-01100,Urban Development,Tamil Nadu,Chennai,17.36,126,44.63,74.21,65.15,3,0,0,65.11,66.25,72.71,59.88,Compensation,494,616
LA-02450,Highway,Madhya Pradesh,Ujjain,38.31,150,82.38,58.52,67.67,3,3,6,81.54,100.0,50.7,71.86,Notification,448,609
LA-00199,Irrigation,Uttar Pradesh,Lucknow,5.0,139,76.07,74.43,91.16,5,2,6,35.23,63.99,74.17,82.94,Notification,491,545
LA-01857,Highway,Maharashtra,Thane,13.68,20,84.65,71.69,29.88,0,1,3,24.15,67.05,100.0,61.15,Valuation,430,505
LA-00382,Urban Development,Gujarat,Vadodara,5.95,32,100.0,36.38,53.0,1,1,4,66.71,87.72,58.29,56.13,Possession,451,604
LA-01687,Railway,Gujarat,Surat,19.92,75,69.3,61.59,21.5,4,2,2,31.13,47.2,59.01,30.64,Notification,498,458
LA-00278,Urban Development,Tamil Nadu,Coimbatore,7.24,81,67.73,63.14,18.11,4,2,2,83.37,73.98,76.51,57.92,Valuation,457,539
LA-01236,Urban Development,Gujarat,Surat,5.0,93,100.0,58.1,64.95,1,2,1,44.45,73.89,56.28,68.9,Rehabilitation,444,482
LA-01383,Railway,Maharashtra,Pune,5.0,19,77.01,60.84,42.9,1,2,2,50.59,88.04,65.89,69.92,Valuation,313,498
LA-00930,Irrigation,Uttar Pradesh,Kanpur,7.03,128,69.23,49.18,78.54,3,2,2,58.98,78.4,48.93,70.57,Notification,497,532
LA-00348,Urban Development,Gujarat,Ahmedabad,5.52,97,89.83,60.7,55.69,0,5,0,52.84,34.95,83.04,51.55,Compensation,310,455
LA-02200,Industrial,Tamil Nadu,Chennai,6.01,28,60.86,71.36,38.32,0,1,1,93.9,39.8,52.35,62.92,Valuation,404,460
LA-00310,Railway,Karnataka,Mysuru,12.76,3,98.1,30.41,60.74,0,4,2,51.18,58.8,76.44,60.2,Notification,405,517
LA-02381,Urban Development,Rajasthan,Kota,8.81,54,85.5,49.66,58.74,1,5,2,69.76,62.16,60.2,65.96,Notification,283,454
LA-01080,Highway,Maharashtra,Nashik,9.95,85,71.56,52.71,24.84,0,3,1,41.0,64.39,100.0,53.03,Notification,524,559
LA-01462,Railway,Madhya Pradesh,Bhopal,6.51,58,72.04,77.99,100.0,2,2,0,20.66,100.0,62.75,64.72,Possession,483,488
LA-01777,Irrigation,Telangana,Khammam,28.73,107,64.69,69.86,54.43,3,3,2,60.66,83.12,100.0,62.83,Valuation,231,527
LA-01209,Urban Development,Rajasthan,Ajmer,5.01,123,93.42,84.62,97.17,3,3,4,60.15,100.0,51.63,72.77,Valuation,476,557
LA-00369,Power,Maharashtra,Thane,5.0,97,48.51,47.55,65.13,1,2,1,95.27,56.76,44.28,69.15,Possession,396,553
LA-01618,Industrial,Gujarat,Kutch,9.36,47,100.0,42.57,86.18,0,1,1,10.02,45.08,87.46,67.26,Rehabilitation,319,400
LA-01547,Railway,Telangana,Warangal,5.0,60,96.26,32.19,34.91,1,2,2,56.07,100.0,90.31,51.3,Possession,367,501
LA-00163,Industrial,Karnataka,Hubballi,5.0,15,65.95,100.0,52.43,2,2,0,64.27,32.07,96.83,68.12,Valuation,240,469
LA-02360,Power,Gujarat,Rajkot,5.0,109,79.38,56.13,71.81,3,1,1,45.7,76.76,69.89,60.41,Valuation,515,606
LA-01987,Railway,Madhya Pradesh,Bhopal,5.0,92,76.64,89.91,72.85,4,2,0,48.5,73.72,50.02,61.88,Compensation,461,563
LA-02416,Railway,Uttar Pradesh,Kanpur,8.05,1,98.31,76.56,97.91,0,4,0,52.82,73.3,43.07,81.31,Valuation,321,458
LA-01371,Urban Development,Tamil Nadu,Salem,5.0,125,80.7,70.23,100.0,3,5,3,11.41,65.08,76.58,68.64,Notification,491,647
LA-00879,Railway,Madhya Pradesh,Ujjain,5.53,59,81.31,56.06,62.41,1,1,1,42.3,94.23,54.77,53.64,Notification,376,508
LA-01392,Urban Development,Telangana,Hyderabad,5.0,120,90.61,37.15,74.95,2,2,3,39.82,64.05,63.86,71.68,Possession,404,456
LA-01266,Railway,Madhya Pradesh,Gwalior,8.38,125,68.65,76.56,48.6,3,2,2,98.34,33.98,73.52,69.27,Valuation,442,602
LA-01153,Urban Development,Rajasthan,Jaipur,10.08,98,95.74,65.48,11.35,3,1,0,100.0,40.75,53.12,61.84,Notification,457,517
LA-01526,Urban Development,Tamil Nadu,Coimbatore,24.99,48,87.55,64.73,51.38,0,3,0,42.64,84.6,68.01,68.67,Possession,387,533
LA-00887,Irrigation,Gujarat,Surat,5.0,115,51.99,35.29,35.93,4,3,1,59.2,81.5,65.31,47.3,Possession,589,616
LA-01109,Urban Development,Madhya Pradesh,Ujjain,5.0,123,66.37,50.88,86.5,2,1,2,87.63,65.94,57.91,69.72,Rehabilitation,303,526
LA-01870,Urban Development,Rajasthan,Udaipur,6.19,22,71.31,90.93,35.34,0,2,0,100.0,67.19,53.87,74.38,Compensation,345,471
LA-00475,Railway,Maharashtra,Nashik,6.74,24,93.87,80.06,100.0,0,2,1,35.63,26.56,66.31,74.88,Valuation,327,424
LA-01096,Railway,Telangana,Khammam,5.0,65,71.24,80.28,21.61,6,4,1,47.51,95.33,81.65,59.6,Possession,511,600
LA-01006,Irrigation,Uttar Pradesh,Lucknow,25.05,166,65.73,71.33,6.26,2,3,5,24.44,71.15,89.75,59.95,Rehabilitation,498,626
LA-01820,Railway,Rajasthan,Udaipur,5.81,105,65.29,29.58,6.7,0,2,1,50.36,70.56,76.61,36.42,Compensation,294,480
LA-00041,Irrigation,Madhya Pradesh,Indore,23.51,107,95.54,40.29,69.88,1,1,5,81.35,57.65,95.37,90.27,Valuation,269,512
LA-00004,Highway,Gujarat,Ahmedabad,5.0,102,93.09,87.89,80.61,1,2,1,55.03,55.53,84.63,91.92,Valuation,394,511
LA-01482,Power,Telangana,Nizamabad,5.0,146,74.22,83.43,98.77,3,2,1,37.16,83.18,100.0,90.0,Rehabilitation,558,565
LA-02434,Power,Tamil Nadu,Coimbatore,6.26,98,78.69,98.28,51.15,7,2,1,63.09,49.96,81.85,67.89,Compensation,614,683
LA-01049,Power,Tamil Nadu,Salem,12.78,28,67.68,58.15,84.72,1,1,0,72.68,31.92,48.21,57.4,Notification,369,466
LA-00143,Industrial,Telangana,Nizamabad,19.39,128,85.93,100.0,43.12,6,1,3,100.0,72.59,100.0,80.32,Possession,402,504
LA-00332,Highway,Tamil Nadu,Chennai,5.0,1,100.0,52.72,61.22,0,2,0,38.15,81.9,100.0,48.66,Rehabilitation,319,426
LA-00317,Railway,Gujarat,Kutch,17.33,79,99.57,79.83,37.09,2,1,2,94.19,13.93,76.11,68.78,Compensation,347,526
LA-02238,Irrigation,Telangana,Hyderabad,5.0,18,89.27,79.46,48.59,2,0,1,32.49,67.74,58.56,76.65,Notification,200,392
LA-01103,Industrial,Gujarat,Kutch,12.37,137,84.78,68.77,60.2,3,1,4,54.45,64.11,94.72,68.73,Notification,320,498
LA-00782,Power,Karnataka,Mysuru,66.86,58,100.0,60.17,94.7,0,1,2,44.25,74.04,100.0,86.03,Rehabilitation,164,463
LA-00081,Urban Development,Maharashtra,Pune,5.25,127,79.93,41.23,84.22,5,3,4,43.96,57.07,60.72,65.65,Possession,450,632
LA-01507,Urban Development,Uttar Pradesh,Varanasi,5.32,17,83.88,43.22,80.36,1,3,0,70.65,49.55,69.41,67.45,Rehabilitation,213,372
LA-01912,Irrigation,Rajasthan,Jaipur,12.66,97,88.12,50.86,62.29,1,2,0,68.22,36.35,69.45,54.65,Possession,473,571
LA-00823,Industrial,Uttar Pradesh,Prayagraj,7.26,39,66.88,79.65,42.57,1,4,0,49.09,100.0,88.24,47.19,Compensation,586,533
LA-01666,Industrial,Tamil Nadu,Chennai,21.19,56,68.21,58.12,50.06,2,4,3,52.61,66.7,65.88,51.95,Compensation,364,508
LA-02340,Urban Development,Gujarat,Ahmedabad,10.31,124,100.0,51.08,66.16,0,4,0,34.48,63.79,40.26,51.88,Compensation,282,571
LA-02385,Urban Development,Uttar Pradesh,Varanasi,5.0,69,78.34,94.65,68.39,2,3,1,69.18,53.27,55.15,65.52,Possession,436,617
LA-01706,Industrial,Madhya Pradesh,Ujjain,9.3,133,84.35,64.1,76.3,5,0,3,43.98,62.01,76.02,73.21,Notification,469,574
LA-00990,Urban Development,Karnataka,Hubballi,7.59,84,100.0,67.24,77.26,2,1,0,42.75,45.59,83.19,61.63,Notification,487,575
LA-00632,Power,Uttar Pradesh,Agra,14.39,195,87.03,50.15,51.93,4,5,3,66.77,77.13,45.95,46.01,Valuation,645,643
LA-00291,Power,Tamil Nadu,Chennai,16.62,144,79.6,49.27,45.73,2,4,2,100.0,48.03,79.34,71.79,Valuation,506,570
LA-01496,Highway,Maharashtra,Aurangabad,25.84,89,51.94,73.11,88.08,1,1,3,41.59,54.64,77.51,77.75,Compensation,364,507
LA-00032,Industrial,Karnataka,Mangaluru,13.21,95,85.52,75.0,38.93,4,5,2,27.81,100.0,89.28,56.16,Notification,279,615
LA-00915,Industrial,Telangana,Nizamabad,5.0,46,88.52,71.62,29.56,2,2,0,80.76,73.41,70.4,64.97,Possession,395,499
LA-02406,Railway,Madhya Pradesh,Jabalpur,7.02,136,87.0,91.54,82.62,2,4,1,63.67,53.48,36.81,60.07,Compensation,442,518
LA-00302,Irrigation,Maharashtra,Nagpur,5.46,51,59.35,100.0,100.0,1,0,1,32.11,99.64,60.93,82.34,Possession,173,396
LA-02237,Railway,Gujarat,Vadodara,5.94,97,76.22,36.48,48.2,4,3,2,100.0,45.29,59.53,63.05,Notification,519,519
LA-01448,Railway,Telangana,Khammam,27.27,110,52.18,57.4,57.82,5,1,3,39.54,72.97,78.92,51.25,Notification,378,586
LA-02486,Highway,Uttar Pradesh,Agra,15.41,77,79.05,35.77,52.49,2,0,1,100.0,32.38,95.48,67.99,Valuation,271,589
LA-00599,Power,Madhya Pradesh,Indore,5.0,82,100.0,89.37,75.46,3,3,0,48.17,83.68,84.01,77.4,Notification,374,510
LA-01637,Urban Development,Rajasthan,Udaipur,14.55,52,52.8,54.96,52.27,2,3,1,34.02,72.75,88.3,49.36,Compensation,250,507
